Pos,Race No,Wave,Flag,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Club,Country
,43414,C - Group 1,ZA,Conrad SEGEEL,Started,Started,Senior,,Male,,JOHANNESBURG HARRIERS AC,South Africa
,43443,R - Group 2,ZA,Carol BARBER,Started,Started,50-59,,Female,,BENONI NORTHERNS AC,South Africa
,43572,R - Group 2,ZA,Brian Vela NTOMBELA,Started,Started,40-49,,Male,,MALVERN AC,South Africa
,43882,Q - Group 2,ZA,Shaun ERASMUS,Started,Started,40-49,,Male,,ORDINARILY ACTIVE AC,South Africa
,43901,R - Group 2,IN,Babhale SOMNATH BHARAT,Started,Started,40-49,,Male,,RUNAHOLICS RUNNING CLUB PUNE,India
,43956,P - Group 2,ZA,Calvin MANGANYI,Started,Started,40-49,,Male,,PARLIAMENT OF RSA AC,South Africa
,44443,S - Group 2,IN,Rahul ZANJURNE,Started,Started,40-49,,Male,,YOSA,India
,44520,L - Group 2,ZA,Sakky SEKGOTHE,Started,Started,50-59,,Male,,TEAM VITALITY ATLETIC CLUB GN,South Africa
,44574,P - Group 2,ZA,Cameron WILLIAMS,Started,Started,Senior,,Male,,GONUBIE HARRIERS,South Africa
,44730,L - Group 2,ZA,Dagvaar Elias POOE,Started,Started,70+,,Male,,MAMELODI STRIDERS AC,South Africa
,45042,L - Group 2,ZA,Malefetsane RAMALEBO,Started,Started,50-59,,Male,,GERMISTON CALLIES HARRIERS,South Africa
,45104,J - Group 1,ZA,Bonkosi MTSHALI,Started,Started,Senior,,Male,,BMW ROAD RUNNING CLUB,South Africa
,45564,P - Group 2,ZA,Zinat COOVADIA,Started,Started,40-49,,Female,,TEAM VITALITY CLUB CG,South Africa
,45716,Q - Group 2,ZA,Matlhodi BOLOKO,Started,Started,50-59,,Male,,TEAM VITALITY CLUB CG,South Africa
,45884,Q - Group 2,ZA,Siyolise FILIZWE,Started,Started,Senior,,Female,,QHUBEKA AC,South Africa
,46001,J - Group 1,ZA,Sandra KRUGER,Started,Started,40-49,,Female,,MIDSTREAM ATHLETICS CLUB,South Africa
,46348,J - Group 1,IN,Narayanan NAIR,Started,Started,70+,,Male,,RWS,India
,46469,P - Group 2,ZA,Setjama BOWALE,Started,Started,40-49,,Male,,TEAM VITALITY ATLETIC CLUB GN,South Africa
,47014,C - Group 1,ZA,Enrique LOUW,Started,Started,Senior,,Male,,HARTBEESPOORT MARATHON CLUB CNW,South Africa
,47176,R - Group 2,ZA,Sipho MOGOHLOANE,Started,Started,Senior,,Male,,ESKOM AC MPU,South Africa
,47384,L - Group 2,ZA,Duncan BOUSTEAD,Started,Started,40-49,,Male,,SUNNINGHILL STRIDERS,South Africa
,47638,Q - Group 2,ZM,Muzala SHINKA,Started,Started,40-49,,Male,,LUSAKA FITNESS SQUAD LFS,Zambia
,47781,S - Group 2,ZA,Direko MAJOE,Started,Started,Senior,,Male,,MAFIKENG ROAD RUNNERS,South Africa
,48946,R - Group 2,ZA,Richard KAMANGA,Started,Started,Senior,,Male,,NEDBANK,South Africa
,49172,N - Group 2,ZA,Dumisane GUMEDE,Started,Started,40-49,,Male,,HOLLYWOOD AC KZNA,South Africa
,49390,L - Group 2,ZA,Ronnie LAPSHE,Started,Started,60-69,,Male,,DIEPKLOOF AC,South Africa
,49605,R - Group 2,ZA,Thea VAN DER MERWE,Started,Started,Senior,,Female,,THE RUNNING EDGE,South Africa
,50435,S - Group 2,ZA,Mildred MATHEBULA,Started,Started,40-49,,Female,,PMC ATHLETIC CLUB,South Africa
,50867,L - Group 2,ZA,Schalk DU PLESSIS,Started,Started,60-69,,Male,,ESKOM AC MPU,South Africa
,51014,R - Group 2,ZA,Caswell TSOAELA,Started,Started,60-69,,Male,,ERWAT AC,South Africa
,51017,L - Group 2,ZA,Mervin HATTINGH,Started,Started,50-59,,Male,,ATHLETICS CLUB EERSTERUST,South Africa
,51474,R - Group 2,ZA,Curtis MUNSAMY,Started,Started,Senior,,Male,,PHOENIX VILLAGERS AC,South Africa
,51501,J - Group 1,ZA,Khotso MASOPHA,Started,Started,40-49,,Male,,HOLLYWOOD AC CGA,South Africa
,51570,D - Group 1,ZA,Sipho Victor NGOMANE,Started,Started,40-49,,Male,,NELSPRUIT MARATHON CLUB,South Africa
,51695,R - Group 2,ZA,Warren MAHOMVA,Started,Started,40-49,,Male,,TEAM VITALITY CLUB CG,South Africa
,51809,N - Group 2,ZA,Sipho KGOETE,Started,Started,40-49,,Male,,MANONG AC,South Africa
,52052,N - Group 2,ZA,Kole DIKOLE,Started,Started,40-49,,Male,,JEPPE QUONDAM AC,South Africa
,52408,Q - Group 2,ZA,Makhurumula MODIBA,Started,Started,40-49,,Male,,SAPS LIMPOPO MARATHON CLUB,South Africa
,52560,S - Group 2,ZA,Philippa BURMEISTER,Started,Started,40-49,,Female,,GETFIT AC,South Africa
,52951,Q - Group 2,ZA,My-Sister SHIBA,Started,Started,40-49,,Female,,JUST RUNNING AC,South Africa
,53562,Q - Group 2,ZA,Prishalan MOODLEY,Started,Started,Senior,,Male,,HARLEQUIN HARRIERS KZN,South Africa
,53716,L - Group 2,ZA,Kgabo Collins MOABELO,Started,Started,60-69,,Male,,TEAM VITALITY CLUB CG,South Africa
,53900,P - Group 2,ZA,Asanda ZINYUSILE,Started,Started,40-49,,Female,,BUFFALO RUNNERS KING WILLIAMS TOWN,South Africa
,53950,M - Group 2,ZA,Mologadi Portia NAKENE,Started,Started,40-49,,Female,,ZERO ONE FIVE RUNNING CLUB,South Africa
,54112,N - Group 2,ZA,Charles NKALE,Started,Started,50-59,,Male,,RUN WALK FOR LIFE NWN,South Africa
,54603,J - Group 1,ZA,Refias MOLAPO,Started,Started,40-49,,Male,,THUNGELA AC,South Africa
,55681,E - Group 1,ZA,William RAMPHELE,Started,Started,60-69,,Male,,TEAM VITALITY CLUB CG,South Africa
,56306,S - Group 2,NA,Carpio MINNAAR,Started,Started,Senior,,Male,,AE-GAMS SPORT CLUB,Namibia
,56364,P - Group 2,ZA,Tshepo Livon NONG,Started,Started,Senior,,Male,,POLOKWANE AC,South Africa
,56446,R - Group 2,ZA,Fazel FRAZENBURG,Started,Started,50-59,,Male,,TEAM VITALITY CLUB CG,South Africa
,57041,S - Group 2,ZA,Tando NGENO,Started,Started,40-49,,Male,,TEAM VITALITY ATLETIC CLUB GN,South Africa
,57278,S - Group 2,ZA,Khulekani MDLETSHE,Started,Started,40-49,,Male,,DURBAN HIGH SCHOOL OLD BOYS AC,South Africa
,57682,H - Group 1,ZA,Kathryn CHU,Started,Started,50-59,,Female,,TOTALSPORTS VOB RUNNING CLUB,South Africa
,57976,D - Group 1,ZA,Godfried Daniel VON BENECKE,Started,Started,50-59,,Male,,RUN ZONE AC,South Africa
,58333,P - Group 2,ZA,Melitia VAN WYK,Started,Started,40-49,,Female,,BELLVILLE AC,South Africa
,58984,D - Group 1,AU,Abraham Johan KRIEL,Started,Started,40-49,,Male,,BAYSIDE RUNNERS AND WALKERS,Australia
,59103,Q - Group 2,ZA,Tshidi MAKALELA,Started,Started,40-49,,Female,,ALEXANDRA AC,South Africa
,59305,L - Group 2,ZA,Malekoma MOGOROSI,Started,Started,50-59,,Female,,GALESHEWE AC,South Africa
,59622,S - Group 2,ZA,Dhevadasen MOODLEY,Started,Started,60-69,,Male,,TEAM VITALITY CLUB KZN,South Africa
,59826,S - Group 2,ZA,Ananias KGARE,Started,Started,40-49,,Male,,QHUBEKA AC,South Africa
,499,L - Group 2,ZA,Colin BONTHUYS,UOF,UOF,70+,,Male,,VAN DER MERWE & ROBERTSON DURBANVILLE AC,South Africa
,2596,L - Group 2,ZA,Karel NIEMAND,UOF,UOF,50-59,,Male,,MAGNOLIA ROAD RUNNERS,South Africa
,2992,L - Group 2,ZA,Kerry WOOD,UOF,UOF,50-59,,Female,,SUNNINGHILL STRIDERS,South Africa
,4600,L - Group 2,ZA,Isaac NGWENYA,UOF,UOF,60-69,,Male,,SAINTS AC,South Africa
,5088,S - Group 2,ZA,Charles PHASHA,UOF,UOF,40-49,,Male,,GAUTENG HEALTH AC,South Africa
,5142,Q - Group 2,ZA,Lindiswa RASEALA,UOF,UOF,Senior,,Female,,RUN ALEX ATHLETICS CLUBS CGA,South Africa
,6030,J - Group 1,ZA,Luyanda MNYANDU,UOF,UOF,50-59,,Male,,ADVENTISTS AC GN,South Africa
,6050,R - Group 2,ZA,Mamma KEKANA,UOF,UOF,40-49,,Female,,INKAMANA AC,South Africa
,6111,Q - Group 2,ZA,Vulindlela MOYO,UOF,UOF,40-49,,Male,,ADVENTISTS AC GN,South Africa
,6486,J - Group 1,ZA,Mzwandile KATASA,UOF,UOF,50-59,,Male,,TEAM VITALITY CLUB CG,South Africa
,6518,L - Group 2,ZA,Forrester SCHOEMAN,UOF,UOF,60-69,,Male,,AMANZIMTOTI AC,South Africa
,6731,L - Group 2,ZA,Dean QUIRK,UOF,UOF,50-59,,Male,,RUNAVATION AC,South Africa
,6873,S - Group 2,ZA,Thandazo NDLOVU,UOF,UOF,40-49,,Female,,STANDARD BANK AC,South Africa
,6970,R - Group 2,ZA,Danie RAATH,UOF,UOF,50-59,,Male,,HARMONY STRIDERS FS,South Africa
,7203,S - Group 2,ZA,Charles MPOFU,UOF,UOF,50-59,,Male,,TSUTSUMANI AC,South Africa
,7228,S - Group 2,ZA,Zane GOMES,UOF,UOF,Senior,,Male,,TEAM VITALITY CLUB CG,South Africa
,8153,R - Group 2,ZA,Sabastian MARUMO,UOF,UOF,40-49,,Male,,SWEET SOLES AC,South Africa
,8497,J - Group 1,ZA,Itumeleng MGUZA,UOF,UOF,40-49,,Male,,SASOLBURG AC,South Africa
,8518,S - Group 2,ZA,Jacob MTIMKULU,UOF,UOF,Senior,,Male,,TEAM VITALITY ATLETIC CLUB GN,South Africa
,8576,S - Group 2,ZA,Sabelo DLUDLA,UOF,UOF,40-49,,Male,,HOLLYWOOD AC KZN,South Africa
,8693,S - Group 2,ZA,Nolwandle MODIRWA,UOF,UOF,40-49,,Female,,HOLLYWOOD AC CGA,South Africa
,8876,R - Group 2,ZA,Andrew DAMARI,UOF,UOF,50-59,,Male,,VODACOM  YEBO STRIDERS CG,South Africa
,8944,J - Group 1,ZA,Phila GUMEDE,UOF,UOF,Senior,,Male,,RUN ZONE AC,South Africa
,9100,Q - Group 2,ZA,Vanessa FRYLINCK,UOF,UOF,40-49,,Female,,DURBAN HIGH SCHOOL OLD BOYS AC,South Africa
,9418,S - Group 2,ZA,Katlego MATLAWA,UOF,UOF,Senior,,Female,,AVIS ATHLETIC CLUB,South Africa
,9493,S - Group 2,ZA,Maggie MAMOGOBO,UOF,UOF,50-59,,Female,,POLOKWANE AC,South Africa
,9650,J - Group 1,ZA,Nkosikhona MDLALOSE,UOF,UOF,40-49,,Male,,RUN ZONE AC,South Africa
,9863,Q - Group 2,ZA,Philile GCWENSA,UOF,UOF,50-59,,Female,,ESKOM AC CG,South Africa
,9976,S - Group 2,ZA,Nokuthula MFUNDISI,UOF,UOF,40-49,,Female,,TYMEBANK LANGA AC,South Africa
,10036,Q - Group 2,ZA,Sarie PRETORIUS,UOF,UOF,40-49,,Female,,RICHARDS BAY AC,South Africa
,10155,Q - Group 2,NA,Frank FIELDING,UOF,UOF,60-69,,Male,,WINDHOEK HARRIERS,Namibia
,10164,L - Group 2,ZA,Nonhlanhla SHANGE,UOF,UOF,40-49,,Female,,HOLLYWOOD AC KZNA,South Africa
,10519,P - Group 2,ZA,Sabelo LAMULA,UOF,UOF,40-49,,Male,,BELLA'S AC,South Africa
,10567,R - Group 2,IN,Sanjay AMBADEKAR,UOF,UOF,50-59,,Male,,AMRAVATI  ROAD RUNNERS,India
,10754,L - Group 2,ZA,Thomson SIBANDA,UOF,UOF,60-69,,Male,,RAINBOW AC CG,South Africa
,10822,P - Group 2,ZA,Buzwe BIXA,UOF,UOF,40-49,,Male,,WATERFALL AC,South Africa
,10853,R - Group 2,ZA,Christo JOUBERT,UOF,UOF,50-59,,Male,,DOLPHIN COAST STRIDERS,South Africa
,10869,Q - Group 2,ZA,Mpumi MOTHAPO,UOF,UOF,40-49,,Female,,ROCKY ROAD RUNNERS,South Africa
,11014,Q - Group 2,ZA,Mzamo MAPHALALA,UOF,UOF,Senior,,Male,,TEAM VITALITY CLUB CG,South Africa
,11137,H - Group 1,US,Michael GLOVER,UOF,UOF,60-69,,Male,,,United States of America (the)
,11279,R - Group 2,ZA,Catherine MOKOENA,UOF,UOF,60-69,,Female,,QHUBEKA AC,South Africa
,11299,R - Group 2,ZA,Isaac MAKHUBEDU,UOF,UOF,40-49,,Male,,QHUBEKA AC,South Africa
,11351,M - Group 2,ZA,Jack RAMALATA,UOF,UOF,50-59,,Male,,DEPARTMENT OF SCIENCE AND TECHNOLOGY SUMBANDILA,South Africa
,11392,Q - Group 2,ZA,Rethabile TAUNYANE,UOF,UOF,40-49,,Male,,HOLLYWOOD AC CGA,South Africa
,11543,R - Group 2,ZA,Kholofelo MOKOLO,UOF,UOF,40-49,,Male,,KWAMASHU AC,South Africa
,11661,L - Group 2,ZA,Hendrik BASSON,UOF,UOF,60-69,,Male,,IRENE ATHLETICS CLUB,South Africa
,11720,J - Group 1,ZA,Mervyn Cedric MATALIE,UOF,UOF,60-69,,Male,,CELTIC HARRIERS,South Africa
,11926,P - Group 2,ZM,Sheila GARAKARA,UOF,UOF,Senior,,Female,,LUSAKA FITNESS SQUAD,Zambia
,12166,S - Group 2,ZA,Sakhile MDLULI,UOF,UOF,Senior,,Male,,DOLPHIN COAST STRIDERS,South Africa
,12481,N - Group 2,ZA,Koena MOKOENA,UOF,UOF,50-59,,Male,,HOLLYWOOD AC AFS,South Africa
,12618,L - Group 2,ZA,Bernice OCTOBER,UOF,UOF,60-69,,Female,,VAN DER MERWE & ROBERTSON DURBANVILLE AC,South Africa
,12707,Q - Group 2,ZA,Thabiso MALEKE,UOF,UOF,40-49,,Male,,NEDBANK RUNNING CLUB GN,South Africa
,12710,G - Group 1,ZA,Philip TOZER,UOF,UOF,60-69,,Male,,SAVAGES AC,South Africa
,12756,L - Group 2,ZA,Melissa-Fae SMITH,UOF,UOF,Senior,,Female,,GETFIT AC,South Africa
,12799,F - Group 1,ZA,Mzwandile NDEBELE,UOF,UOF,60-69,,Male,,LESEDI AC,South Africa
,13050,J - Group 1,ZA,Bongani Caiphus MAZIBUKO,UOF,UOF,60-69,,Male,,LADYSMITH AC,South Africa
,13060,R - Group 2,ZA,June ROMAN,UOF,UOF,50-59,,Female,,CELTIC HARRIERS,South Africa
,13317,S - Group 2,ZA,Mpho MZANGWE,UOF,UOF,50-59,,Female,,SOWETO CABAL AC,South Africa
,13325,S - Group 2,ZA,Ryan BOTHA,UOF,UOF,40-49,,Male,,HILLCREST VILLAGERS AC,South Africa
,13392,R - Group 2,ZA,Amanda ALBERTYN,UOF,UOF,50-59,,Female,,PRETORIA POLICE MARATHON CLUB,South Africa
,13607,L - Group 2,ZA,Reinhard NHLAPHO,UOF,UOF,60-69,,Male,,32GI RUNNING CLUB CG,South Africa
,13633,J - Group 1,ZA,Francis Tonderai KALUNGA,UOF,UOF,Senior,,Male,,FOR THE LONG RUN,South Africa
,13654,L - Group 2,ZA,Daniel KAPLAN,UOF,UOF,40-49,,Male,,JEPPE QUONDAM AC,South Africa
,13730,L - Group 2,ZA,Star MKHIZE,UOF,UOF,50-59,,Male,,SAPS KZN AC,South Africa
,14008,M - Group 2,ZA,Tshidiso MOKHOTHU,UOF,UOF,40-49,,Male,,NEDBANK RUNNING CLUB CG,South Africa
,14127,S - Group 2,ZA,Japhta MONARENG,UOF,UOF,40-49,,Male,,LARA RUNNING CLUB,South Africa
,14257,S - Group 2,ZA,Xolani MBHELE,UOF,UOF,50-59,,Male,,PHUMA KZN AC,South Africa
,14305,Q - Group 2,IN,Jairam KULKARNI,UOF,UOF,50-59,,Male,,YOSA PROFIT,India
,14364,Q - Group 2,IN,Monika SINGH,UOF,UOF,50-59,,Female,,YOSA PROFIT,India
,14639,R - Group 2,ZA,Henry SKOSANA,UOF,UOF,60-69,,Male,,RUNNERS OF HOPE,South Africa
,14716,R - Group 2,ZA,Sibongile RADEBE,UOF,UOF,40-49,,Female,,TEAM VITALITY CLUB CG,South Africa
,14727,R - Group 2,ZA,Shumani MAVHUNGU,UOF,UOF,40-49,,Female,,RUNNERS OF HOPE,South Africa
,14744,R - Group 2,ZA,Yolisa MOSHOETSI,UOF,UOF,50-59,,Female,,RESBANK AC GN,South Africa
,14753,J - Group 1,ZA,Sarah MOHLALA,UOF,UOF,40-49,,Female,,TEAM VITALITY ATLETIC CLUB GN,South Africa
,14756,N - Group 2,ZA,Mziyanda MNYAZI,UOF,UOF,40-49,,Male,,ARMSCOR AC,South Africa
,14784,Q - Group 2,ZA,Jason OSMAN,UOF,UOF,40-49,,Male,,MULTICHOICE AC,South Africa
,14830,S - Group 2,ZA,Kamo TWALA,UOF,UOF,Senior,,Male,,HOLLYWOOD AC CGA,South Africa
,14844,L - Group 2,ZA,Johannes Kwazi NKABINDE,UOF,UOF,60-69,,Male,,SAVE ORION AC,South Africa
,15118,L - Group 2,ZA,Christo BRINK,UOF,UOF,60-69,,Male,,KIMBERLEY ROAD RUNNERS,South Africa
,15298,Q - Group 2,ZA,Thomas MASEKO,UOF,UOF,50-59,,Male,,ALIWAL TOP RUNNERS,South Africa
,15426,L - Group 2,ZA,Moses KHOZA,UOF,UOF,40-49,,Male,,TEAM VITALITY CLUB KZN,South Africa
,15427,J - Group 1,ZA,Tommy MDAKA,UOF,UOF,50-59,,Male,,TEAM VITALITY CLUB CG,South Africa
,15497,J - Group 1,ZA,Romano WESSELS,UOF,UOF,40-49,,Male,,MITCHELLS PLAIN TITANS,South Africa
,15638,L - Group 2,ZA,Eunice NTULI,UOF,UOF,60-69,,Female,,HOLLYWOOD AC KZNA,South Africa
,15654,R - Group 2,ZA,Bernard COTTERRELL,UOF,UOF,50-59,,Male,,QUEENSTOWN HARRIERS,South Africa
,15759,Q - Group 2,ZA,Nonhlanhla MNGUNI,UOF,UOF,40-49,,Female,,ORLANDO AC,South Africa
,16032,H - Group 1,ZA,Cor GREY,UOF,UOF,60-69,,Male,,VAAL AC,South Africa
,16057,L - Group 2,ZA,Jacques SCHOEMAN,UOF,UOF,50-59,,Male,,KLERKSDORP MARATHON CLUB,South Africa
,16473,P - Group 2,ZA,Tshepo MABOA,UOF,UOF,40-49,,Male,,TEAM VITALITY AC WP,South Africa
,16639,S - Group 2,ZA,Ndiyafhi Goodfriday MIDZI,UOF,UOF,50-59,,Male,,FARANANI ATLETICS CLUB,South Africa
,16667,S - Group 2,ZA,Leonard MOLOELE,UOF,UOF,40-49,,Male,,TEAM VITALITY ATLETIC CLUB GN,South Africa
,16724,S - Group 2,ZA,Thulani Moses LUKHELE,UOF,UOF,40-49,,Male,,EMALAHLENI CITY MARATHON CLUB,South Africa
,16840,R - Group 2,ZA,Meshack LEPELE,UOF,UOF,50-59,,Male,,HARMONY STRIDERS FS,South Africa
,17067,F - Group 1,ZA,Themba MSIBI,UOF,UOF,Senior,,Male,,EVANDER AC,South Africa
,17081,R - Group 2,ZA,Leon MAREMENI,UOF,UOF,Senior,,Male,,TEAM VITALITY CLUB KZN,South Africa
,17093,Q - Group 2,ZA,Bulelani LENGOASA,UOF,UOF,50-59,,Male,,VUKANI MULTISPORT,South Africa
,17109,R - Group 2,ZA,Emmanuel Sinothi KHUMALO,UOF,UOF,Senior,,Male,,TEAM VITALITY ATLETIC CLUB GN,South Africa
,17343,R - Group 2,ZA,Diphelelo MASHINYANA,UOF,UOF,40-49,,Male,,MIWAY WARRIORS,South Africa
,17622,S - Group 2,ZA,Stacey RAMSEY-MARAIS,UOF,UOF,40-49,,Female,,RUN ZONE AC,South Africa
,17624,S - Group 2,ZA,Kerwin MARAIS,UOF,UOF,40-49,,Male,,RUN ZONE AC,South Africa
,17873,N - Group 2,ZA,Richman Samkelwe NTLENZI,UOF,UOF,40-49,,Male,,GAUTENG HEALTH AC,South Africa
,17907,R - Group 2,ZA,Andile MYEZA,UOF,UOF,Senior,,Male,,HOLLYWOOD AC KZNA,South Africa
,17995,S - Group 2,ZA,Subramany VAN WYK,UOF,UOF,60-69,,Male,,CLUB MYKONOS MULTISPORT,South Africa
,18149,R - Group 2,ZA,Zandile MTOLO,UOF,UOF,60-69,,Female,,MARITZBURG CITY AC,South Africa
,18184,P - Group 2,ZA,Jacobus SMITH,UOF,UOF,60-69,,Male,,MITCHELLS PLAIN TITANS,South Africa
,18185,L - Group 2,ZA,Derrick DLADLA,UOF,UOF,60-69,,Male,,MARITZBURG CITY AC,South Africa
,18405,S - Group 2,ZA,Ntebogeng KGOMO,UOF,UOF,40-49,,Male,,WATERFALL AC,South Africa
,18484,S - Group 2,ZA,Tshegofatso SEKHAOLELO,UOF,UOF,Senior,,Female,,ORCAS ACADEMY RUNNING CLUB,South Africa
,18653,P - Group 2,ZA,Ezekiel VILAKAZI,UOF,UOF,50-59,,Male,,CENTURY CITY AC,South Africa
,18719,J - Group 1,ZA,Sicelinthethelelo DLAMINI,UOF,UOF,Senior,,Male,,MULTICHOICE AC,South Africa
,18788,P - Group 2,ZA,Mashudu PHOSIWA,UOF,UOF,40-49,,Male,,TUKS AC,South Africa
,18799,Q - Group 2,ZA,Bikjac MASOBA,UOF,UOF,50-59,,Male,,MOGALE CITIZENS AC,South Africa
,18930,Q - Group 2,ZA,Jacobus ROOI,UOF,UOF,40-49,,Male,,PHOENIX VILLAGERS AC,South Africa
,19026,N - Group 2,ZA,Kenneth MOOKENG,UOF,UOF,60-69,,Male,,MADOKO AC,South Africa
,19064,J - Group 1,ZA,Tyler O'CONNOR,UOF,UOF,Senior,,Male,,AMANZIMTOTI AC,South Africa
,19104,Q - Group 2,IN,Ratheesh THALAPPAN KOROTH,UOF,UOF,40-49,,Male,,"DUBAI CREEK STRIDERS, KERALA RIDERS",India
,19224,Q - Group 2,ZA,Sipho MBAMBALA,UOF,UOF,Senior,,Male,,SOUTH AFRICAN POLICE SERVICE MARATHON CLUB MPU,South Africa
,19658,S - Group 2,ZA,Melusi GUMEDE,UOF,UOF,Senior,,Male,,HOLLYWOOD AC KZNA,South Africa
,19798,M - Group 2,ZA,Tshupetso MATSHETA,UOF,UOF,50-59,,Male,,NEDBANK RUNNING CLUB CG,South Africa
,19803,L - Group 2,ZA,Buti NGWENYA,UOF,UOF,60-69,,Male,,RAND AC,South Africa
,19903,S - Group 2,ZA,Bonga NDIKA,UOF,UOF,Senior,,Male,,EASTERNS KRAAIFONTEIN AC,South Africa
,19917,Q - Group 2,ZA,Francisca MAWANDE,UOF,UOF,40-49,,Female,,LWANDLE AC,South Africa
,19993,S - Group 2,ZA,Tidimalo MOREENG,UOF,UOF,50-59,,Male,,EMFULENI AC,South Africa
,20043,P - Group 2,ZA,Freddie LA GRANGE,UOF,UOF,60-69,,Male,,NEDBANK RUNNING CLUB SWD,South Africa
,20241,Q - Group 2,ZA,Nico Wayne WEWEJE,UOF,UOF,Senior,,Male,,ERMELO ATHLETIC CLUB,South Africa
,20349,S - Group 2,ZA,Sabelo MABASO,UOF,UOF,40-49,,Male,,SAPPI SAICCOR AC,South Africa
,20365,L - Group 2,ZA,Hubert KIPPEN,UOF,UOF,50-59,,Male,,SYDENHAM SPORTS CLUB,South Africa
,20383,Q - Group 2,ZA,Gqwetha MKHIZE,UOF,UOF,40-49,,Male,,AMANZIMTOTI AC,South Africa
,20450,J - Group 1,ZA,Kabelo NKOAGATSE,UOF,UOF,40-49,,Male,,RESBANK AC GN,South Africa
,20554,J - Group 1,ZA,Mark PINCHIN,UOF,UOF,50-59,,Male,,COLLEGIANS HARRIERS,South Africa
,20647,Q - Group 2,ZA,Jo-Ani JACOBS,UOF,UOF,Senior,,Female,,HARTBEESPOORT MARATHON CLUB CNW,South Africa
,20739,N - Group 2,ZA,Thabang Moses MOKOENA,UOF,UOF,40-49,,Male,,GALLOPERS AC,South Africa
,20804,S - Group 2,ZA,Brian MOSHAPO,UOF,UOF,Senior,,Male,,EBENEZER AC CG,South Africa
,20813,L - Group 2,ZA,Nomasonto SIBEKO,UOF,UOF,50-59,,Female,,AWESOME RUNNERS AC CG,South Africa
,20868,S - Group 2,AU,Karin COOK,UOF,UOF,50-59,,Female,,,Australia
,20918,Q - Group 2,ZA,Mabu RAPHOTLE,UOF,UOF,50-59,,Male,,SOWETO AC,South Africa
,20947,Q - Group 2,ZA,Dinko MAGAOGA,UOF,UOF,40-49,,Male,,ROODEPOORT AC,South Africa
,20978,S - Group 2,ZA,Rinie VISAGIE,UOF,UOF,40-49,,Female,,PHOBIANS,South Africa
,21080,L - Group 2,ZA,Ntovheleleni Godfrey NETSHITUNI,UOF,UOF,50-59,,Male,,NEDBANK RUNNING CLUB CG,South Africa
,21093,S - Group 2,ZA,Charles NKOSI,UOF,UOF,50-59,,Male,,BELLA'S AC,South Africa
,21115,Q - Group 2,ZA,Mlungisi ZONDI,UOF,UOF,50-59,,Male,,HOLLYWOOD AC KZNA,South Africa
,21261,R - Group 2,ZA,Ramodikwe Solomon MATSWI,UOF,UOF,40-49,,Male,,RAND AC,South Africa
,21297,S - Group 2,ZA,Kotaro MITSUHASHI,UOF,UOF,Senior,,Male,,SOCIAL RUNNING CLUB,South Africa
,21312,Q - Group 2,ZA,Muziwenekosi NGCOBO,UOF,UOF,40-49,,Male,,SYDENHAM SPORTS CLUB,South Africa
,21343,R - Group 2,ZA,Eric GWAMBA,UOF,UOF,50-59,,Male,,NELSPRUIT MARATHON CLUB,South Africa
,21427,S - Group 2,ZA,Portia SHABA,UOF,UOF,40-49,,Female,,KINGDOM EMBASSY AC,South Africa
,21634,P - Group 2,ZA,Siyanda NGXIYA,UOF,UOF,40-49,,Male,,SABC AC,South Africa
,21840,R - Group 2,ZA,Oyama MAKALIMA,UOF,UOF,40-49,,Male,,BUFFALO ROAD RUNNERS AC,South Africa
,21999,M - Group 2,ZA,Sibusiso MALINGA,UOF,UOF,50-59,,Male,,RAINBOW RUNNING CLUB,South Africa
,22032,S - Group 2,ZA,Mathias IMBAYARWO,UOF,UOF,40-49,,Male,,RUN ZONE AC,South Africa
,22118,J - Group 1,ZA,Sisindise TSHANGELA,UOF,UOF,Senior,,Male,,MTHATHA ATHLETICS CLUB,South Africa
,22233,Q - Group 2,ZA,Muthuhadini Calvin GEREDA,UOF,UOF,60-69,,Male,,HOLLYWOOD AC AGN,South Africa
,22239,J - Group 1,ZA,Tracey VILLET,UOF,UOF,40-49,,Female,,ASSEGAAI MARATHON CLUB,South Africa
,22483,S - Group 2,ZA,Cleo NDALISO,UOF,UOF,50-59,,Female,,ARDAGH AC,South Africa
,22497,J - Group 1,ZA,Andries OELOFSE,UOF,UOF,60-69,,Male,,HOWICK AC,South Africa
,22529,S - Group 2,ZA,Moses MAHLANGU,UOF,UOF,50-59,,Male,,THORN TREE STRIDERS,South Africa
,22606,S - Group 2,ZA,Sfundo DUMA,UOF,UOF,Senior,,Male,,MADOKO AC,South Africa
,22647,Q - Group 2,ZA,Malefetsane NAKELI,UOF,UOF,40-49,,Male,,SANDF WP,South Africa
,22735,J - Group 1,ZA,Makhosonke SHABALALA,UOF,UOF,50-59,,Male,,HOLLYWOOD AC KZNA,South Africa
,22786,S - Group 2,ZA,Mmasetshaba MEKGWE,UOF,UOF,40-49,,Female,,TEAM VITALITY ATLETIC CLUB GN,South Africa
,22798,L - Group 2,ZA,Bongani ZONDI,UOF,UOF,50-59,,Male,,EDUCATION AC,South Africa
,23429,R - Group 2,ZA,Jabu GAULA,UOF,UOF,40-49,,Male,,CHILLIE RUNNING CLUB (BORDER),South Africa
